Type,Key,Summary,Resolution Date,Open,Ready for Refinement,Investigation,Reopened,On Hold,Backlog,To Do,Refined,In Development,Ready for test,In Testing,In Progress,Waiting for acceptance,Done,Abandoned,,,
,EASYPAY-543,Set message straight to final status after processing the response from ProSwitch,5/17/24,0.27h,0.00h,,,,,,,364.02h,0.00h,146.95h,64.57h,,,,17090.63h,,
,EASYPAY-542,Creditor reference validation is not done for cross-border and intragroup payment; only done for domestic,5/13/24,0.40h,0.00h,,,,,,,3.62h,68.22h,292.45h,117.60h,,,,17184.27h,,
,EASYPAY-541,"Check also service_limitation -> we should check cross-border and intragroup with 'FPI', not 'LPC'",4/24/24,0.42h,0.00h,,,,,,,3.33h,23.37h,0.00h,0.00h,,,,17639.45h,,
,EASYPAY-539,placeholder,4/19/24,1.07h,,,,,,,,,,,,,,,,17760.58h,
,EASYPAY-538,(SEPA-Exchange) Receive proprietary status report from ProSwitch,5/15/24,1.13h,93.78h,,,,,,,241.07h,95.17h,173.80h,24.28h,,,,17132.47h,,
,EASYPAY-537,[DB] Grant rights for vm.lukk table,4/19/24,0.18h,0.00h,,,,,,,0.12h,0.35h,19.03h,0.83h,,,,17763.07h,,
,EASYPAY-536,"[DB] priority, cut off time, reachability of intragroup payments",5/8/24,17.83h,0.00h,,,,,,,0.03h,100.20h,67.62h,314.90h,,,,17302.90h,,
,EASYPAY-534,Do not check beneficiary bank's reachability against SEPA routing table,5/8/24,0.03h,0.00h,,,,,,,0.27h,146.60h,44.73h,314.90h,,,,17302.92h,,
,EASYPAY-533,All intragroup payments should be stored in CREBIT.DP,5/15/24,0.00h,0.00h,,,,,,,23.95h,102.63h,65.07h,479.48h,,,,17138.35h,,
,EASYPAY-526,"(Core DB, bank-components) Changes to initiation of intragroup payments",5/15/24,0.60h,40.10h,69.82h,,,,,,46.30h,100.80h,26.97h,427.48h,,,,17138.27h,,
,EASYPAY-524,(TEST) Enable searching legacy messages,6/5/24,0.73h,239.60h,,,,,,,0.00h,,980.27h,0.00h,,,,16631.35h,,
,EASYPAY-558,[DB] One time data cleaning (party which ended Business relationship before/or on the 31.12.2006),9/20/24,0.58h,3595.03h,,,,,,,94.18h,102.67h,0.20h,0.05h,,,,14059.58h,,
,EASYPAY-504,Incoming-swift-msg-converter: remove check for SEPA rulebook SysGlobal,4/18/24,0.05h,0.00h,,,,,,,0.12h,0.62h,0.00h,146.23h,,,,17779.93h,,
,EASYPAY-503,Incoming Swift message processor: remove check for SEPA rulebook SysGlobal,4/18/24,0.00h,0.00h,,,,,,,69.65h,1.32h,72.82h,1.53h,,,,17781.73h,,
,EASYPAY-531,FP: remove check for SEPA rulebook SysGlobal,4/19/24,0.00h,1.12h,,,,,,,76.43h,22.02h,2.82h,69.95h,,,,17757.00h,,
,EASYPAY-674,(Core reports) Adjust 'pension payments in EE' report (EE),7/18/24,0.33h,2280.27h,,,,,,,0.00h,20.02h,4.02h,43.28h,,,,15601.88h,,
,EASYPAY-559,[DB] Fill in agreement termination dates in all closed Giro Beneficiary agreements,5/31/24,88.70h,1075.70h,,77.18h,,,,,0.00h,5.00h,19.02h,1.75h,,,,16753.18h,,
,EASYPAY-527,(Core DB) Create new sysglobal for intragroup cut-off,4/19/24,0.05h,213.50h,,,,,,,22.83h,1.38h,24.38h,3.97h,,,,17757.28h,,
,EASYPAY-512,(TEST) Receive pacs.028 (ST_UPDATE) for intragroup camt.056 or camt.027 or camt.087,6/4/24,18.62h,1077.28h,,,,,,,95.25h,0.00h,76.07h,123.37h,,,,16651.10h,,
,EASYPAY-529,(Core DB) Use sysglobal.HG_SWIFT_LIST to determine intragroup banks,6/6/24,19.13h,1172.32h,,,,,,,51.22h,20.55h,172.37h,0.00h,,,,16606.60h,,
,EASYPAY-523,(SEPA-Exchange) Send pacs.028 (ST_UPDATE) for intragroup camt.056 or camt.027,5/30/24,19.32h,1172.30h,,,,,,,0.30h,2.18h,3.97h,68.07h,,,,16776.27h,,
,EASYPAY-511,(TEST) Send camt.029 (CL_VD_RJCT) for intragroup camt.087,5/30/24,19.55h,572.45h,,,,,,,462.80h,0.63h,160.55h,53.57h,,,,16773.08h,,
,EASYPAY-513,(SEPA-Exchange) Receive camt.087 (CL_VALUE) for intragroup pacs.008,5/28/24,19.75h,572.45h,,,,,,,148.67h,0.13h,283.03h,192.13h,,,,16826.65h,,
,EASYPAY-509,(TEST) Receive pacs.008 fee payment (CT with FCOL/INTE/FCIN) for intragroup camt.029 accept,6/4/24,20.17h,1172.38h,,,,,,,0.15h,0.00h,0.02h,191.48h,,,,16659.03h,,
,EASYPAY-530,"(Core DB, SEPA-Exchange) Send camt.029 (CL_NR_ACCP, CL_NR_RJCT) for intragroup camt.027",6/4/24,22.00h,908.88h,,,,,,,93.68h,26.65h,27.68h,314.90h,,,,16651.30h,,
,EASYPAY-516,(SEPA-Exchange) Receive camt.027 (CL_RECEIPT) for intragroup pacs.008,5/24/24,22.53h,572.60h,,,,,,,148.77h,,290.35h,95.45h,,,,16915.97h,,
,EASYPAY-506,(Core DB) Send pacs.008 fee payment (CT with FCOL/INTE/FCIN) for intragroup camt.029 accept,6/4/24,41.18h,356.82h,,,,,,,0.27h,69.83h,631.75h,306.80h,,,,16657.43h,,
,EASYPAY-497,Currency exchange label linking to List of Payments is missing localized translations,4/5/24,46.13h,0.00h,,,,,,,0.00h,,,,,,,,18099.22h,
,EASYPAY-564,[DB] Fill in agreement termination dates in all closed E-invoice related agreements,6/5/24,142.45h,1177.45h,,168.93h,,,,,18.88h,3.80h,17.83h,1.20h,,,,16633.40h,,
,EASYPAY-528,"(TEST) Receive camt.029 (CL_NR_ACCP, CL_NR_RJCT) for intragroup camt.027",5/27/24,164.75h,908.98h,,,,,,,126.98h,0.00h,47.45h,94.80h,,,,16844.93h,,
,EASYPAY-525,(SEPA-Exchange) Send camt.027 (CL_RECEIPT) for intragroup pacs.008,5/23/24,165.03h,572.60h,,,,,,,148.88h,187.02h,103.23h,68.92h,,,,16942.52h,,
,EASYPAY-592,(DB) Adjust Teller daily reports about payments,7/29/24,0.00h,2369.92h,,385.23h,,,,,0.00h,22.15h,0.23h,77.60h,,,,15333.75h,,
,EASYPAY-593,(Forms) Include new processing flow codes to domestic payment reports,7/29/24,0.20h,2777.92h,,,,,,,0.00h,72.25h,0.00h,7.68h,,,,15331.12h,,
,EASYPAY-514,(TEST) Debit repeal fee for intragroup payment,5/23/24,168.33h,356.75h,,,,,,,679.22h,0.02h,17.95h,29.78h,,,,16939.45h,,
,EASYPAY-508,"(Core DB, SEPA-Exchange) Send camt.029 (REC_REFUSE) for intragroup recall",5/20/24,256.97h,572.50h,,,,,,,264.48h,4.95h,93.67h,75.48h,,,,17012.08h,,
,EASYPAY-517,(SEPA-Exchange) Receive camt.056 (RECALL) for intragroup payment,5/13/24,257.20h,572.45h,,,,,,,148.70h,,25.27h,94.05h,,,,17182.72h,,
,EASYPAY-510,(SEPA-Exchange) Receive pacs.004.001.09 (RETURN) for intragroup payment (FOCR + ordinary return),5/27/24,261.92h,356.73h,,,,,,,364.42h,,282.73h,175.87h,,,,16843.45h,,
,EASYPAY-518,(SEPA-Exchange) Receive camt.029 (REC_REFUSE) for intragroup recall,5/20/24,264.47h,356.67h,,,,,,,364.53h,,187.72h,102.57h,,,,17011.73h,,
,EASYPAY-562,[DB] Fill agreement termination dates in all closed Standing Order agreements,5/29/24,268.53h,1099.47h,,,,,,,0.00h,119.02h,5.83h,2.08h,,,,16795.12h,,
,EASYPAY-507,"(Core DB, SEPA-Exchange) Send camt.056 (RECALL) for intragroup payment",5/17/24,283.63h,356.77h,,,,,,,479.48h,0.75h,31.00h,67.53h,,,,17087.65h,,
,EASYPAY-561,[DB] Clean up of not used tables with LV Bank defined payments service,6/25/24,285.90h,1199.67h,,169.42h,,,,,25.55h,379.65h,1.78h,96.28h,,,,16149.17h,,
Production bug,EASYPAY-493,iBank: user gets technical error or account balance isn't showed when user has balance in currency which doesn't have exchange rate anymore,4/19/24,1.00h,,,551.75h,,,,,,,,,,,,,17757.47h,
,EASYPAY-492,STAR - Duplicate department fields under structured addresses,3/29/24,0.00h,0.70h,,0.10h,,,,,0.00h,1.80h,42.55h,0.77h,,,,18265.28h,,
,EASYPAY-563,[DB] Implement new fields for LV Bank defined payment agreements/ templates,6/4/24,290.02h,1077.37h,,169.28h,,,,,0.97h,25.48h,65.50h,25.40h,,,,16657.50h,,
,EASYPAY-560,[DB] Fill data in existing records in LV Bank defined payment agreements and templates/ LT typical payment templates,6/10/24,290.55h,1103.60h,,169.40h,,,,,0.08h,90.73h,3.98h,140.82h,,,,16512.92h,,
,EASYPAY-589,(Core reports) Adjust 'Sepa returns' report (LT),6/28/24,20.57h,2162.80h,,0.93h,,,,,0.38h,0.12h,44.78h,23.52h,,,,16079.45h,,
,EASYPAY-594,(Core reports) Adjust 'Payments in Proscan' reports (PB),8/12/24,20.17h,2833.13h,,0.25h,,,,,0.00h,312.33h,1.88h,165.98h,,,,14998.83h,,
,EASYPAY-584,(Core reports) Adjust local_benchmark reports (PB),7/3/24,19.60h,2182.85h,,,,,,,0.00h,5.22h,113.62h,52.30h,,,,15959.03h,,
,EASYPAY-491,iBank: inform customer that there are EUR missing,4/15/24,6.08h,214.95h,,262.85h,,,,,,,,,,,,,17852.08h,
,EASYPAY-490,Payment Services: remove check for SEPA rulebook SysGlobal,4/5/24,0.00h,0.48h,,,,,,,0.05h,3.82h,240.52h,0.00h,,,,18093.45h,,
,EASYPAY-521,(TEST) Return incorrect incoming intragroup payment,6/5/24,336.23h,1172.62h,,,,,,,0.08h,0.00h,101.75h,117.65h,,,,16631.13h,,
Production bug,EASYPAY-496,[RT1-Uploader] Do not throw warning for RSF file when InstgAgt is missing,4/3/24,0.00h,194.50h,,,,,,,0.00h,15.17h,3.68h,5.58h,,,,18140.88h,,
,EASYPAY-519,"(Core DB, SEPA-Exchange) Return credited incoming intragroup payment",5/21/24,401.32h,356.67h,,,,,,,392.02h,0.00h,113.65h,173.63h,,,,16987.28h,,
,EASYPAY-488,ibank: Domestic payment additional info block expanding,3/22/24,0.37h,0.00h,,,,,,,0.17h,7.13h,17.22h,3.22h,,,,18430.10h,,
Production bug,EASYPAY-487,ibank: not possible to make payment,3/20/24,0.03h,1.42h,,0.77h,,,,,1.75h,1.47h,0.45h,0.62h,,,,18472.92h,,
,EASYPAY-486,[Java] Change which date columns are used for reachability check,4/3/24,0.00h,0.00h,,,,,,,0.52h,,190.18h,196.60h,,,,18141.95h,,
,EASYPAY-485,[batch-target2-uploader] Remove SRUploader,3/25/24,1.83h,0.00h,,,,,,,0.00h,1.25h,34.13h,211.07h,,,,18355.42h,,
,EASYPAY-499,Performance test REL251,4/3/24,480.18h,,,,,,,,,,,,,,,18142.40h,,
,EASYPAY-520,(SEPA-Exchange) Receive intragroup payment message pacs.008 (CT),5/14/24,663.88h,356.63h,,,,,,,48.03h,192.90h,123.83h,146.67h,,,,17155.22h,,
,EASYPAY-515,(SEPA-Exchange) Send intragroup payment message pacs.008 (CT),5/16/24,667.77h,213.73h,,,,,,,0.18h,190.73h,167.75h,337.72h,,,,17113.18h,,
,EASYPAY-483,EBA RTF upload - Change in file pattern check,3/25/24,0.75h,138.32h,,,,,,,4.40h,0.37h,54.47h,210.10h,,,,18356.43h,,
,EASYPAY-480,iBank: currency and balance should be shown even balance<=0,3/21/24,0.00h,164.78h,,,,,,,142.63h,10.70h,16.33h,3.05h,,,,18452.68h,,
,EASYPAY-479,iBank: update currency dropdown for defined foreign payments,4/3/24,0.05h,42.53h,93.72h,,,,,,267.08h,34.68h,158.67h,93.62h,,,,18145.82h,,
,EASYPAY-478,iBank: on payment initation inform customer if payment currency was changed,3/29/24,0.75h,45.78h,,,,,,,149.27h,188.32h,0.17h,189.67h,,,,18266.08h,,
,EASYPAY-477,For testing: International payment execution(currency conversion) in Gateway,3/15/24,0.00h,0.00h,,,,,,,0.00h,,25.38h,241.47h,,,,18598.75h,,
,EASYPAY-475,For testing: International payment execution(currency conversion) in Ibank,3/15/24,0.00h,0.00h,,,,,,,0.00h,,97.08h,241.50h,,,,18598.73h,,
,EASYPAY-474,STAR (star-products) LT: Add text to label_id=15 and Label_id=17 in einvoice creation,3/12/24,0.83h,22.12h,18.87h,,,,,,120.30h,0.70h,51.38h,0.07h,,102.07h,,18668.40h,,
,EASYPAY-471,Ibank: tech error on initiating FP,2/27/24,16.97h,66.90h,,,,,,,0.00h,4.80h,4.93h,23.48h,,,,19005.25h,,
,EASYPAY-470,Close BBAN account support for payment service in Estonia,2/28/24,0.02h,16.83h,,,,,,,23.93h,3.65h,93.27h,28.12h,,,,18980.83h,,
,EASYPAY-465,STAR: remove explorer menu in LV,4/11/24,715.58h,364.03h,,,,,,,0.00h,114.97h,0.22h,25.57h,,,,17952.62h,,
,EASYPAY-464,"iBank: change label ""balance"" to ""avalailable balance""",3/1/24,0.00h,46.52h,,,,,,,167.38h,6.68h,1.18h,21.13h,,,,18933.33h,,
,EASYPAY-461,"STAR EE: enhancements to portlet ""Baltic balance"" and ""Baltic statement""",2/20/24,0.05h,19.75h,2.55h,,,,,,4.40h,3.35h,90.20h,22.48h,,,,19174.80h,,
,EASYPAY-459,After release installation there is missing Card BO menu item,2/12/24,0.08h,0.00h,,,,,,,2.72h,0.90h,64.78h,0.00h,,,,19370.15h,,
,EASYPAY-458,[DB] STAR LV: there is needed to update some labels related Transaction and daily customer double identification and transaction double authorization limits,2/19/24,0.27h,23.73h,,,,,,,74.85h,2.40h,163.03h,0.00h,,,,19201.47h,,
,EASYPAY-653,PDF blank change for SO in STAR Latvia,7/22/24,3375.23h,0.03h,65.37h,,,,,,263.58h,75.92h,0.08h,100.17h,,93.97h,,15507.38h,,
Production bug,EASYPAY-756,[DB] SOA limit check,10/23/24,2709.07h,0.00h,,3338.32h,,,,,1.38h,95.83h,23.92h,25.10h,,,,13267.87h,,
,EASYPAY-456,Incoming pacs.004 from Revolut are processed as cross-border SEPA,2/8/24,0.15h,92.48h,,,,,,,1.60h,0.58h,17.83h,31.72h,,,,19457.98h,,
Production bug,EASYPAY-760,"[DB] ORA-12899: value too large for column ""VM"".""SEPA_INQUIRY"".""CATEGORY_PURPOSE_PROPRIETARY"" (actual: 8, maximum: 4)",11/12/24,0.00h,6402.12h,,,,,,,2.58h,19.75h,122.58h,311.37h,,,,12793.05h,,
Production bug,EASYPAY-654,iBank: Phone number field should be done according common ibank rules,7/5/24,3573.28h,0.00h,,28.35h,,,,,6.05h,161.97h,,,,,,,15909.97h,
Production bug,EASYPAY-412,[STAR]: incorrect type is showing in foreign payment order,2/9/24,0.00h,218.20h,,,,,,,141.28h,3.18h,2.12h,45.97h,,,,19440.33h,,
,EASYPAY-438,iBank: show link to List of payments in Currency exchange,4/3/24,0.00h,1408.15h,,,,,,,24.50h,10.73h,60.55h,216.40h,,,,18145.53h,,
,EASYPAY-411,iBank EE: Standing order agreements PDF update,2/13/24,65.92h,168.70h,,,,,,,20.98h,170.65h,0.02h,99.52h,,,,19341.80h,,
,EASYPAY-432,iBank: inform customer that there are funds missing,3/20/24,3.32h,904.60h,,,,,,,120.05h,314.90h,0.58h,51.13h,,,,18474.90h,,
,EASYPAY-448,Batch-rt1-uploader: remove check for SEPA rulebook SysGlobal,4/3/24,0.03h,1412.37h,,,,,,,96.80h,3.32h,211.53h,4.90h,,,,18140.90h,,
,EASYPAY-447,Sepa-web: remove check for SEPA rulebook SysGlobal,4/5/24,0.05h,1412.35h,,,,,,,96.63h,0.18h,264.92h,2.18h,,,,18093.55h,,
,EASYPAY-453,Sepatransfer: remove check for SEPA rulebook SysGlobal,4/18/24,0.07h,1412.33h,,,,,,,0.13h,2.68h,361.23h,312.82h,,,,17780.62h,,
,EASYPAY-451,Sepa-exchange: remove check for SEPA rulebook SysGlobal,4/5/24,0.08h,1412.32h,,,,,,,1.77h,94.90h,265.08h,2.20h,,,,18093.55h,,
,EASYPAY-457,iBank LV: PDF blank change for SO in Ibank LV,3/4/24,53.47h,17.83h,0.00h,,479.72h,,,,22.10h,340.20h,72.32h,164.77h,,,,18866.28h,,
,EASYPAY-409,iBank LT: update PDFs and ASICE for standing orders,1/22/24,16.90h,0.00h,0.17h,,,,,,4.80h,1.60h,65.50h,73.25h,,,,19872.43h,,
,EASYPAY-410,iBank: send list of e-invoice payments to Nice Actimize,2/14/24,0.00h,71.27h,92.48h,,,,,,2.65h,201.08h,279.75h,75.22h,,,,19318.33h,,
,EASYPAY-427,(Electronical) Enable searching foreign payments that are prepared or waiting acceptance in channel,2/22/24,0.35h,646.75h,17.42h,,,,,,0.00h,150.77h,188.40h,34.30h,,,,19122.05h,,
,EASYPAY-408,TESTING: Ensure incoming/outgoing EKS SEPA payment message screening in ProScan,1/15/24,0.00h,0.00h,,,,,,,0.00h,,0.68h,123.52h,,,,20036.68h,,
,EASYPAY-407,TESTING: Ensure incoming/outgoing instant SEPA payment message screening in ProScan,1/22/24,0.02h,0.00h,0.10h,,,,,,0.00h,23.72h,120.03h,145.67h,,,,19871.38h,,
,EASYPAY-406,TESTING: Ensure incoming/outgoing domestic SEPA payment message screening in ProScan,1/19/24,0.15h,0.00h,,,,,,,0.00h,,143.63h,79.40h,,,,19937.88h,,
,EASYPAY-425,(Electronical) Enable searching domestic payments that are prepared or waiting acceptance in channel,2/26/24,1.68h,694.13h,16.08h,,,,,,147.87h,163.05h,13.43h,98.60h,,,,19026.55h,,
,EASYPAY-421,[DB] Add new out_channel_codes to credit delay rules,2/14/24,0.37h,575.68h,,,,,,,96.28h,22.23h,174.57h,24.68h,,,,19315.55h,,
,EASYPAY-405,DB: create new business function for group accounts functionality,1/12/24,0.02h,0.00h,,,,,,,95.55h,46.50h,5.92h,20.80h,,,,20111.40h,,
,EASYPAY-403,"STAR EE: rewrite portlet ""Baltic statement"" to not use Teller component anymore",2/15/24,0.17h,0.00h,49.05h,,,,,,71.40h,724.32h,69.37h,28.95h,,46.65h,,19291.47h,,
,EASYPAY-404,"STAR EE: rewrite portlet ""Baltic balance"" to not use Teller component anymore",2/14/24,0.18h,0.00h,,,,,,,2.52h,483.25h,94.78h,338.12h,,45.07h,,19317.47h,,
,EASYPAY-400,[LV ACT] Validate and save incoming EKS cross-border SEPA payment into a single data store,1/9/24,0.20h,353.82h,,,,,,,3.07h,75.15h,19.45h,5.57h,,,,20178.48h,,
,EASYPAY-402,Add transaction label for payments sent to Nice Actimize,2/14/24,474.48h,338.78h,,,,,,,21.57h,6.77h,376.95h,125.73h,,0.00h,,19459.40h,,
,EASYPAY-439,SGW: test international payment import,4/8/24,936.30h,1366.43h,,,,,,,0.00h,,0.00h,479.62h,,,,18026.10h,,
,EASYPAY-399,[DB] create table for screening rules storing,1/5/24,1.90h,187.25h,,,,,,,51.77h,331.45h,28.20h,0.50h,,,,20275.90h,,
,EASYPAY-422,(Domestic) Adjust SEPA payment details to show cross-border/intragroup,3/16/24,1.80h,1581.25h,,,,,,,504.38h,31.00h,87.97h,107.35h,,,,18566.78h,,
,EASYPAY-429,(Domestic) Register all manual case events in case comments,3/20/24,0.85h,2154.68h,,,,,,,144.62h,29.05h,24.62h,121.08h,,,,18474.43h,,
,EASYPAY-423,(Domestic) Adjust payment and message searches to include cross-border/intragroup,3/15/24,3.65h,2154.63h,,,,,,,30.45h,90.77h,2.63h,73.88h,,,,18596.08h,,
,EASYPAY-445,iBank: update International payment handling through telehansa payment import,3/7/24,1097.78h,574.68h,,,,,,,4.07h,168.42h,116.63h,220.25h,,,,18788.07h,,
,EASYPAY-446,iBank: update International payment handling through fidavista payment import,3/5/24,1097.82h,574.73h,,,,,,,145.07h,27.42h,116.62h,173.53h,,,,18834.78h,,
,EASYPAY-398,[iso-exchange] File processing request duplicates on both nodes,12/28/23,0.00h,1.32h,,,,,,,0.08h,92.63h,30.40h,382.55h,,,,20467.72h,,
,EASYPAY-397,RT1-uploader ERROR on RSF file load,12/13/23,0.82h,0.02h,,,,,,,0.52h,0.68h,1.38h,140.62h,,,,20832.00h,,
,EASYPAY-396,STAR domestic payments/standing orders - STEP2 reachability check on last day of validity,12/11/23,0.00h,0.62h,,0.97h,,,,,15.67h,5.23h,46.83h,71.32h,,,,20879.93h,,
,EASYPAY-433,iBank: update document download view for concluded payment,3/13/24,1170.77h,910.48h,,,,,,,150.05h,48.70h,89.75h,24.10h,,,,18649.05h,,
,EASYPAY-442,iBank: update view of beneficiary's address for international payments,3/12/24,1171.80h,406.68h,49.02h,,,,,,119.72h,207.22h,134.32h,286.82h,,,,18668.33h,,
,EASYPAY-430,iBank: update International payment handling through ISO payment import,3/5/24,1243.33h,574.72h,,,,,,,269.40h,69.28h,4.27h,113.97h,,,,18840.50h,,
,EASYPAY-395,[EPE] Slowness during payments crediting,1/5/24,69.13h,0.13h,,,,,,,0.03h,1.45h,555.78h,208.42h,,,,20280.62h,,
,EASYPAY-434,iBank: on payment initation do not copy cover currency from old payment,3/18/24,1243.53h,910.50h,,,,,,,311.62h,5.77h,45.62h,72.90h,,,,18525.73h,,
,EASYPAY-443,[DB] update International payment execution,3/15/24,1248.55h,406.65h,,,,,,,341.98h,285.85h,24.12h,214.82h,,,,18598.72h,,
,EASYPAY-394,"iBank: allow to create standing order with period ""working days only""",1/19/24,96.10h,287.50h,,,,,,,52.83h,216.07h,69.02h,49.85h,,,,20373.25h,,
,EASYPAY-393,"STAR: allow to create standing order with period ""working days only""",1/19/24,95.30h,287.50h,16.05h,,,,,,48.58h,191.32h,103.87h,56.10h,,,,20345.90h,,
,EASYPAY-392,DB: create one more option for agreement frequency,12/21/23,95.60h,0.00h,,,,,,,0.13h,188.15h,122.52h,29.27h,,,,20685.05h,,
,EASYPAY-391,[ISOExchange] No response from API was logged for outgoing pacs.008,12/1/23,0.00h,0.40h,,,,,,,0.22h,0.52h,48.45h,0.00h,,,,21116.12h,,
,EASYPAY-424,(Domestic) Show Ultimate Creditor name on manual namecheck form,3/8/24,0.08h,1892.48h,,,,,,,480.37h,22.27h,0.78h,27.50h,,,,18766.77h,,
,EASYPAY-426,(Domestic) Require double accept when beneficiary's account in incoming payment is changed manually,2/15/24,0.13h,1529.67h,,,,,,,189.00h,4.42h,75.12h,68.68h,,,,19296.12h,,
,EASYPAY-428,(Domestic) Add possibility to search incoming payments by ‘Originator bank reference’,3/15/24,0.07h,1914.92h,,,,,,,624.88h,23.10h,0.43h,47.65h,,,,18601.40h,,
,EASYPAY-441,iBank: update International payment validation,4/5/24,1417.60h,400.33h,,,,,,,797.35h,408.33h,88.48h,79.57h,,,,18091.78h,,
,EASYPAY-444,iBank: remove Cover currency for international non EUR payments and update allowed payment currencies,3/5/24,1414.90h,527.50h,,,,,,,1.82h,380.35h,6.18h,120.65h,,,,18835.62h,,
,EASYPAY-435,DB: create sysglobal for Cover currency removal from payments,2/5/24,1415.03h,238.82h,,,,,,,23.17h,73.07h,4.37h,1.47h,,,,19531.22h,,
,EASYPAY-437,iBank: remove Cover currency for international EUR payments,2/19/24,1434.30h,334.82h,87.65h,,,,,,74.67h,21.48h,146.52h,7.02h,,,,19199.97h,,
Production bug,EASYPAY-370,Sepa payments with big amount failed if benef.bank is not TARGET member,12/1/23,0.12h,6.22h,,,,,,,0.62h,24.55h,64.52h,102.18h,,,,21116.22h,,
,EASYPAY-367,SEPA exchange: need to separate Instant payments RuleBook sysglobal,11/30/23,0.00h,20.13h,,,,,,,0.25h,3.27h,8.08h,184.08h,,,,21141.87h,,
,EASYPAY-361,Update XSD for camt.056.001.08 in STEP2 for Incoming/Outgoing Foreign Flow,12/7/23,0.00h,310.42h,,,,,,,0.32h,0.45h,54.48h,24.60h,,,,20969.67h,,
,EASYPAY-360,RT1 testing: send and receive pacs.028.001.03,1/24/24,0.08h,1541.13h,,,,,,,,,,,,,,,19819.03h,
,EASYPAY-359,RT1 testing: send and receive camt.029.001.09,1/24/24,0.15h,1541.12h,,,,,,,,,,,,,,,19819.03h,
,EASYPAY-358,RT1 testing: send and receive camt.056.001.08,1/24/24,0.25h,1541.12h,,,,,,,,,,,,,,,19819.03h,
,EASYPAY-357,TIPS testing: send and receive pacs.008.001.08,1/24/24,0.28h,1541.13h,,,,,,,,,,,,,,,19819.03h,
,EASYPAY-356,RT1 testing: send and receive pacs.008.001.08,1/24/24,0.32h,1541.12h,,,,,,,,,,,,,,,19819.03h,
,EASYPAY-342,Update XSD for camt.029.001.09 in STEP2 for Incoming/Outgoing Foreign Flow,12/8/23,0.00h,329.10h,,,,,,,0.03h,0.27h,54.97h,42.87h,,,,20951.38h,,
,EASYPAY-341,Update XSD for pacs.004.001.09 in STEP2 for Incoming/Outgoing Foreign Flow,1/29/24,0.05h,761.48h,,,,,,,267.97h,0.43h,361.35h,288.00h,,,,19699.53h,,
,EASYPAY-339,Add E-invoice service offering ID to listed op_id's in EE,11/21/23,0.00h,0.17h,,,,,,,0.03h,17.50h,1.18h,1.98h,,,,21359.95h,,
,EASYPAY-338,Update XSD for pacs.002.001.10 in STEP2 for Incoming Foreighn Flow,1/30/24,0.00h,764.42h,,,,,,,267.90h,0.52h,458.50h,209.10h,,,,19681.28h,,
,EASYPAY-337,Update XSD for pacs.008.001.08 in STEP2 for Incoming/Outgoing Foreign Flow,1/3/24,0.00h,764.63h,,,,,,,267.77h,0.65h,2.47h,20.18h,,,,20326.23h,,
,EASYPAY-336,Update XSD for camt.087.001.06 in STEP2 for Incoming/Outgoing Domestic Flow,12/7/23,2.42h,332.53h,,,,,,,0.20h,0.57h,52.40h,20.52h,,,,20975.82h,,
,EASYPAY-335,Update XSD for camt.052.001.10 in RT1,11/20/23,2.10h,,,,,,,,,,,,,,,,21382.43h,
,EASYPAY-334,Update XSD for camt.056.001.08 in RT1/STEP2 for Incoming/Outgoing Domestic Flow,12/12/23,0.27h,407.48h,,,,,,,93.42h,2.97h,0.80h,29.57h,,,,20850.32h,,
,EASYPAY-333,Update XSD for camt.029.001.09 in RT1/STEP2 for Incoming/Outgoing Domestic Flow,12/6/23,0.15h,216.15h,,,,,,,23.73h,0.18h,145.92h,4.50h,,,,20994.40h,,
,EASYPAY-332,Update XSD for camt.027.001.07 in STEP2 for Incoming/Outgoing Domestic Flow,1/23/24,0.15h,767.77h,,,,,,,267.62h,0.20h,362.07h,143.67h,,,,19843.73h,,
,EASYPAY-481,DB: create script to remove cover currency value for existing defined foreign payments,3/21/24,2668.12h,160.82h,,,,,,,100.63h,20.55h,26.30h,22.10h,,,,18455.75h,,
,EASYPAY-431,iBank: remove possibility to select Cover currency for defined foreign payments,2/20/24,1535.30h,238.88h,1.85h,,,,,,143.87h,143.43h,30.83h,136.40h,,,,19176.87h,,
,EASYPAY-436,STAR: store Foreign predefined payment with cover currency = null,2/9/24,1583.38h,238.87h,,,,,,,125.83h,15.30h,32.87h,19.47h,,,,19439.80h,,
,EASYPAY-331,Update XSD for pacs.028.001.03 in RT1/STEP2 for Incoming/Outgoing Domestic Flow,12/6/23,0.22h,308.23h,,,,,,,21.37h,1.80h,99.40h,49.70h,,,,20996.47h,,
,EASYPAY-330,Update XSD for pacs.004.001.09 in RT1/STEP2 for Incoming/Outgoing Domestic Flow,12/22/23,0.25h,308.55h,,,,,,,20.72h,0.65h,98.10h,436.63h,,,,20612.65h,,
,EASYPAY-420,[CORE DB] SQL fragments from table VMK_FRAGMENTS are incorrect after ISO start,2/26/24,0.00h,621.40h,,,,,,,1491.97h,46.32h,119.17h,170.18h,,,,19028.82h,,
,EASYPAY-329,Update XSD for pacs.002.001.10 in RT1/STEP2 for Incoming Domestic Flow,12/6/23,0.28h,308.88h,,,,,,,0.45h,1.62h,119.35h,53.07h,,,,20994.28h,,
