Type,Key,Summary,Resolution Date,Open,Investigation,Ready for Refinement,Reopened,On Hold,To Do,Backlog,ON-HOLD testing,In Testing,Refined,In Development,Ready for test,Blocked,Selected for Development,In Progress,Waiting for acceptance,Done,Abandoned
Production bug,PAYME-1643,"[CORE DB] Not correct D.STATUS value for FPO payment after ""Payment is late"" error",2/1/26,168.32h,,0.00h,,,,,,237.18h,0.00h,22.27h,48.80h,,,,,2087.85h,
,PAYME-1641,Count warnings in Import of Payments page,1/23/26,0.00h,,69.68h,,,,,,195.75h,16.83h,36.85h,18.05h,,,,,2301.18h,
Bug Sub-Task,PAYME-1639,Regression testing finding: Payments in List of Payments can't be selected,1/12/26,1.63h,,0.00h,,,,,,1.18h,0.00h,,88.87h,,,,,2567.03h,
,PAYME-1638,Overwriting details for defined mass payment is not working,1/9/26,3.58h,0.00h,0.00h,,,,,,2.18h,0.00h,16.77h,1.55h,,,,,2636.80h,
,PAYME-1636,[worker-payment-vop-handler] Do not retry on defective/cancelled/deleted payments,1/16/26,0.07h,,0.00h,,,,,,22.48h,94.82h,50.55h,29.20h,,,,,2466.85h,
,PAYME-1635,Prepare payment services in Skyvault Gate,,0.00h,,0.00h,,,,,,,0.00h,6.82h,,307.40h,,,,2350.97h,
,PAYME-1634,Translations for mass payments in list of payments/import page,1/15/26,162.73h,,0.00h,16.48h,,,,,2.23h,21.68h,6.55h,4.72h,,,,,2491.55h,
,PAYME-1630,Request prod env for Skyvault payment-services,1/13/26,0.00h,,0.00h,0.00h,,,,,0.00h,0.00h,74.55h,0.00h,115.48h,,,,2542.90h,
,PAYME-1628,"[PAYME-1453] [LV/LT] When a file with a single payment is uploaded and the opt-out option is selected, its status becomes Opted Out",1/7/26,0.72h,,0.00h,,,,,,0.02h,0.00h,0.48h,118.52h,,,,,2686.05h,
,PAYME-1627,incorrect vop status for CRE defective payments when opt out,1/5/26,0.00h,,0.00h,,,,,,0.25h,4.43h,67.35h,0.72h,,,,,2734.90h,
Production bug,PAYME-1626,lv_core ; pdb063 ; INC08410041 free space in tablespace USERS,2/6/26,574.33h,0.00h,0.00h,,,,,,24.60h,0.00h,308.90h,0.00h,,,,,1965.53h,
Bug Sub-Task,PAYME-1625,Issue with VOP processing for European (SEPCO) payments,1/21/26,143.32h,42.85h,32.03h,0.07h,,,,,3.93h,0.00h,235.40h,65.73h,,,,,2350.72h,
,PAYME-1621,[worker-payment-vop-handler] Verify not only payment version on update retry,1/16/26,0.00h,,68.05h,,,,,,219.10h,0.00h,72.57h,49.85h,,,,,2466.85h,
,PAYME-1640,Not able to delete payments in List of payments,1/12/26,1.38h,,,,,215.88h,,,1.05h,,93.60h,0.92h,,,,,2567.18h,
,PAYME-1619,"[core-payment-order-data-manager] DB PAYMENTS.DP_VOP data type size to short - REQUEST_BIC, REQUEST_NAME",1/23/26,690.25h,,0.00h,,,,,,0.00h,0.00h,11.53h,36.73h,,,,,2304.27h,
,PAYME-1618,[iBank] Sorting by columns in import page/list of payments doesn't work properly,1/6/26,0.17h,,311.38h,,,,,,1.45h,0.00h,6.10h,16.18h,,,,,2711.98h,
,PAYME-1617,[TEST] Mass payments: from mass payments page,1/14/26,0.02h,,0.00h,,,,,,533.35h,0.00h,,0.00h,,,,,2515.83h,
,PAYME-1616,[TEST] Mass payments: import payment page,1/13/26,0.02h,,0.00h,,,,,,507.62h,0.00h,,0.00h,,,,,2541.58h,
Bug Sub-Task,PAYME-1615,CRE payment for CMTC shows <=70 message,1/6/26,0.00h,0.00h,0.00h,,,,,,27.60h,4.12h,0.00h,312.50h,,,,,2705.03h,
Test,PAYME-1613,TC3 [PAYME-1453] Multi-payment,1/2/26,260.58h,,0.00h,,,,,,0.17h,0.00h,,0.00h,,,,,2805.38h,
Test,PAYME-1612,TC2 [PAYME-1453] Single payment warnings,1/7/26,187.33h,,0.00h,,,,,,73.28h,0.00h,,0.00h,119.52h,,,,2686.03h,
Test,PAYME-1611,TC1 [PAYME-1453] UI & Tooltip behavior,12/29/25,0.20h,,0.00h,,,,,,168.18h,0.00h,,0.00h,,,,,2897.88h,
,PAYME-1609,INPRG vop_status for defective payments never changes in import of payments page,1/8/26,0.03h,,164.25h,18.88h,,,,,14.87h,100.78h,85.02h,23.67h,,,,,2660.22h,
,PAYME-1607,Beneficiary name > 70. CMTC message is wrong,1/14/26,0.47h,,0.00h,4.12h,,,,0.00h,25.73h,0.00h,546.78h,46.87h,,,,,2519.40h,
Production bug,PAYME-1629,Document number too long,1/21/26,0.35h,,4.65h,,,,,,50.28h,0.00h,48.00h,287.68h,,,,,2350.32h,402.53h
,PAYME-1606,"LV country - incorrect LAT translations for vop statuses NOAP, NOVOP, NOTPARTICIPANT, null.",12/19/25,0.00h,,18.70h,,,,,,0.27h,0.08h,1.98h,21.87h,,,,,3143.23h,
,PAYME-1605,VOP_FOR_LIST_OF_PAYMENTS functionality pop up appears in Mass payment page,12/19/25,0.00h,0.00h,0.03h,,,,,,0.17h,22.38h,2.27h,47.73h,,,,,3139.27h,
Bug Sub-Task,PAYME-1604,Issues with VOP filter in List of Payments,1/7/26,1.15h,0.00h,0.00h,29.10h,,,,,1.05h,0.00h,42.72h,473.10h,,,,,2688.12h,
,PAYME-1603,[CORE DB] Decommission PAYMENTS.DP_VOP_ARCH table,4/2/26,0.20h,,0.00h,,,,,,41.07h,551.00h,463.22h,0.00h,1531.25h,,,,650.25h,
,PAYME-1602,Update status report process to use updated API end point,3/31/26,0.02h,,767.45h,,,,,626.88h,0.00h,0.00h,73.37h,1749.27h,,,,,22.18h,
,PAYME-1601,Update API end point collecting payment information needed for pain.002,3/12/26,0.03h,,767.58h,,,,,101.15h,71.40h,0.00h,73.23h,1077.87h,,,,,1147.93h,0.00h
,PAYME-1599,Foreign payments regression testing on Skyvaut in LV [15.12-17.12],12/17/25,0.00h,,0.32h,,,,,0.00h,0.00h,,,54.78h,,,,,3186.68h,
Production bug,PAYME-1600,[iBank] Country code is not validated for imported SEPA payment,12/19/25,0.00h,,92.95h,,,,,,0.62h,0.00h,22.18h,50.18h,,,,,3140.28h,
,PAYME-1598,CRE payments end up with incorrect VOPOPT status when VOP is not performed in import of payment page,12/29/25,0.45h,94.95h,47.10h,162.13h,,,,,0.68h,0.08h,21.38h,77.48h,,,,,2903.13h,
Bug Sub-Task,PAYME-1597,List of Payments translation issues in LT iBank. Parsing file warning translations,12/17/25,74.08h,,0.00h,,,,,,1.72h,0.00h,16.38h,24.52h,,,,,3190.98h,
,PAYME-1596,[iBank] Mass payments - new column name not always is readable,12/18/25,0.10h,,0.17h,1.17h,,,,,0.67h,0.00h,95.97h,45.12h,,,,,3167.45h,
Production bug,PAYME-1595,Lexus [DB]: archiving is not working on LEXUS,12/12/25,0.77h,0.00h,0.00h,,,,,,0.00h,0.00h,0.27h,0.13h,,,,,3311.07h,
,PAYME-1592,[iBank] mass payments - 2acceptor gets incorrect message,12/18/25,0.05h,,0.83h,,,,,,23.20h,0.00h,18.02h,123.05h,,,,,3165.68h,
,PAYME-1589,EE country - incorrect RUS translation for VOPOPT,12/17/25,0.08h,,0.83h,,,,,,0.00h,0.00h,21.20h,122.82h,,,,,3189.12h,
Bug Sub-Task,PAYME-1588,List of Payments text issues in LT IB,1/5/26,5.23h,,186.00h,,,,,,140.73h,0.00h,,292.08h,,,,,2736.07h,
Bug Sub-Task,PAYME-1587,List of Payments text issues in EE IB,12/30/25,23.47h,,186.00h,,,,,,0.00h,0.00h,0.00h,292.02h,,,,,2876.88h,
,PAYME-1586,wrong VOP status is shown (catche problems),12/17/25,0.03h,0.00h,0.00h,,,,,,0.07h,0.00h,21.62h,168.70h,,,,,3188.12h,
,PAYME-1585,[iBank] imported mass payment can't be signed from import page,12/18/25,0.10h,,0.00h,,,,,,0.25h,46.65h,20.82h,143.98h,,,,,3167.68h,
Bug Sub-Task,PAYME-1584,List of Payments issues in LV IB,1/7/26,28.48h,,25.52h,0.97h,,,,,3.23h,0.00h,327.20h,313.23h,,,,,2684.73h,
,PAYME-1580,Create gate environment for W991 service (podm/worker-vop-handler),12/9/25,0.00h,,0.00h,,,,,,0.00h,0.00h,25.07h,0.00h,,,,,3378.37h,
,PAYME-1579,Error message in case customer tries to sign payment with VOP status Parsed/Waiting for VOP status,12/19/25,71.45h,,0.00h,0.32h,,,,,0.23h,0.00h,23.95h,165.73h,,,,,3142.90h,
,PAYME-1593,Payment performance testing on Skyvaut in LV [15.12-17.12],12/17/25,0.32h,,163.17h,,,,,0.00h,0.10h,,,48.57h,,,,,3192.80h,
Production bug,PAYME-1583,printed payment order failed in STAR,12/18/25,0.00h,,46.58h,,,,,,143.05h,0.00h,46.15h,1.30h,,,,,3168.37h,
,PAYME-1578,Info message for customer before and after the script is performed,1/14/26,241.57h,,0.00h,,,,,,0.78h,0.00h,24.12h,693.85h,,,,,2514.73h,
,PAYME-1577,[worker-payment-vop-handler] Retry failed events due to PODM unavailability after 30 min,1/16/26,0.00h,336.67h,0.02h,,,,,,219.10h,0.00h,285.97h,168.88h,,,,,2466.85h,
,PAYME-1575,FP clean-up (remove/delete SEPA rulebook Sysglobal SEPA_RB_2025_START),12/31/25,0.42h,,112.68h,,,,,0.42h,216.02h,0.00h,48.12h,269.02h,,,,,2852.20h,
,PAYME-1574,[core-payment-order-data-manager] Respond gracefully if duplicate record not possible to be inserted in PAYMENTS_REFERENCE table,,1.00h,,2784.93h,,,,,,,0.00h,715.97h,,,,,,,
,PAYME-1573,[DB] Enhance table PAYMENT_REFERENCE functional index with checking code PBH_ID uniqueness,,1.25h,,3500.90h,,,,,,,,,,,,,,,
Bug Sub-Task,PAYME-1571,Import of file ends up with DB issue for VOP_MATCH_CODE field,12/3/25,0.00h,0.10h,4.50h,,,,,,2.08h,21.93h,20.25h,2.47h,,,,,3523.40h,
Production bug,PAYME-1568,[ISO Exchange] camt.106 notifications not getting sent for back office,12/2/25,67.78h,,0.00h,,,,,,1.27h,3.37h,18.30h,0.75h,,,,,3550.45h,
,PAYME-1567,[iBank] CRE NO MATCH payments have incorrect VOP status,12/8/25,0.07h,,0.00h,,,,,,0.45h,91.80h,18.40h,102.93h,29.23h,,,,3401.48h,
,PAYME-1565,[iBank] missing label for defective payments in Salary payments page,12/22/25,0.07h,,0.00h,41.40h,,,,,3.88h,99.10h,167.53h,265.58h,,,,,3067.52h,
,PAYME-1570,[ibank] Signed future European payments can't be deleted from list,12/2/25,0.08h,,72.28h,,,,,,0.87h,0.00h,5.17h,21.48h,,,,,3547.87h,
,PAYME-1564,[iBank] List of payments - an error has occurred when signing from list of payments,12/22/25,174.65h,0.00h,0.00h,,,,,,0.00h,0.00h,43.42h,241.15h,,,,,3068.40h,140.68h
,PAYME-1562,[worker-payment-vop-handler] Remove National characters for Cross-Border SEPA/SEPA Instant payments in case of Close Match,12/11/25,0.00h,,0.38h,,,,,,31.70h,4.88h,134.95h,190.47h,17.25h,,,,3336.22h,
Production bug,PAYME-1559,[CORE DB] DP_VOP archiving fails after REL286,12/3/25,140.85h,,0.00h,,,,,,0.72h,0.00h,108.30h,35.85h,,,,,3527.13h,
,PAYME-1558,OPTED out for mass payments,11/28/25,0.02h,,0.00h,,,,,,0.98h,71.12h,30.08h,68.73h,,,,,3644.62h,
,PAYME-1557,Missing label for defective (no match) CRE payment,11/28/25,0.12h,,0.00h,,,,,,1.47h,74.05h,28.35h,68.75h,,,,,3644.12h,
,PAYME-1556,"CRE payments can't be submited, if at least 1 is no match",11/28/25,0.02h,,0.00h,,,,,,0.55h,75.93h,4.27h,68.75h,22.45h,,,,3645.03h,
,PAYME-1544,[core-payment-order-data-manager] Add new relation between RELATED_SYSTEM_REFERENCE and DP_VOP.VOP_REQUEST_ID,12/22/25,0.05h,,99.33h,62.75h,,,,,0.00h,0.00h,29.00h,583.27h,,,,,3065.95h,
,PAYME-1538,[Production preparations] To prepare worker payment vop handler for production deployment,,114.87h,,26.00h,,,,,,,166.00h,385.83h,,815.70h,,,,2350.97h,
,PAYME-1706,Update foreignSepaPaymentWithAdditionalSepaFieldsSW to cover all fields address,3/12/26,1225.43h,,,,,,1499.85h,,,,,,,,,,1150.13h,
,PAYME-1705,Update sendForeignPaymentTestExpress to cover Hybrid address,3/23/26,1392.48h,,0.00h,,,,1499.87h,,97.30h,0.00h,,0.00h,,,,,885.78h,
,PAYME-1704,Update sendForeignPaymentUrgent to cover Unstructured address,3/24/26,1396.50h,,0.00h,,,,1499.88h,,119.47h,0.00h,,0.00h,,,,,859.60h,
,PAYME-1703,Update sendForeignPaymentNormalUsd to cover Structured address,,1226.95h,,0.00h,,,,1499.90h,,,0.00h,1148.62h,,,,,,,
,PAYME-1555,Deploy Windows applications to Skyvault environment in Dev and Gate,,3888.77h,,,,,,,,,,,,,,,,,
,PAYME-1554,Set-up environments in Skyvault - Windows in Dev and Gate,,3888.78h,,,,,,,,,,,,,,,,,
,PAYME-1537,Ibank: Add new column to mass payment,12/12/25,600.47h,,,,,,,,,,,,,,,,3306.95h,
,PAYME-1678,[iBank] Implement VOP changes in Mass/Salary payments functionality,4/1/26,0.10h,,169.75h,0.00h,,,69.00h,,0.00h,1510.87h,,0.00h,,1486.65h,,,673.78h,
,PAYME-1535,[DB] Increase size of RELATED_SYSTEM_REFERENCE field,11/21/25,0.00h,,0.00h,,,,,,2.10h,0.88h,3.20h,91.80h,,,,,3815.22h,
,PAYME-1534,[iBank] Create intermediate file upload status and update the logic when the file can be deleted or opened,12/19/25,0.42h,,330.02h,307.60h,,,,,87.87h,6.07h,67.00h,34.47h,,,,,3121.50h,
,PAYME-1518,[iBank] failed payment can't be opened from list,,0.02h,,4001.93h,,,,,,,,,,,,,,,
,PAYME-1517,Create VopEvent retry mechanism if podm is unavailable,11/14/25,0.00h,,0.00h,,,,,,0.00h,0.00h,21.15h,0.00h,,,,,3981.42h,
Production bug,PAYME-1516,LV: BOP information about FPO are not stored in toim_cb,11/14/25,1.62h,,0.22h,,,,,,5.48h,0.00h,4.52h,15.00h,,,,,3979.42h,
,PAYME-1515,[Performance Testing] VoP File Processing for Large Payment Volumes,3/4/26,1.57h,,2208.75h,,,,,,187.13h,0.00h,,,286.35h,,,,1344.77h,0.00h
,PAYME-1513,DB: Add new field to db for mass payments that stores customer decision about vop,12/12/25,722.00h,,,,,,,,,,,,,,,,3306.93h,
,PAYME-1510,[worker-payment-vop-handler] Improve the functionality when beneficiary name is updated in Close Match cases,1/22/26,2.50h,,0.47h,,,,,23.17h,845.38h,15.70h,8.55h,765.15h,66.35h,,,,2326.55h,
,PAYME-1509,Monitoring and Alerting,11/13/25,0.00h,,0.00h,,,,,,0.00h,0.00h,27.53h,0.00h,,,,,4002.62h,
Production bug,PAYME-1506,[CORE DB] Technical error during imported file payments conversion FPO <-> SEPCO,11/14/25,0.00h,114.67h,0.00h,,,,,,25.18h,0.00h,22.72h,0.00h,,,,,3983.97h,
,PAYME-1505,Update grafana alloy config for all applications,11/12/25,0.10h,,0.00h,,,,,,0.00h,0.00h,115.63h,0.00h,,,,,4032.97h,
Production bug,PAYME-1507,[iBank] Saving foreign payment to defined payments gives tech error,11/12/25,71.53h,,2.70h,,,,,,24.05h,0.00h,18.10h,3.60h,,,,,4028.98h,
,PAYME-1702,[STAR] update existing test cases hybrid postal addresses format for all payments types,,2377.65h,,,,,,472.12h,,,,,,,1302.37h,,,,
,PAYME-1504,"Mass File upload: ""Close Match"" specifications because of symbol limitation",12/22/25,312.57h,,0.00h,0.43h,,,,,33.08h,218.37h,111.83h,429.00h,,,,,3068.10h,
,PAYME-1502,"List of Payments/Mass: ""Close Match"" specifications because of symbol limitation",1/15/26,693.53h,3.38h,0.00h,354.72h,,,,,288.23h,0.00h,217.80h,125.97h,,,,,2489.88h,
,PAYME-1501,"File upload: ""Close Match"" specifications because of symbol limitation",12/22/25,188.08h,,0.00h,,,,,,284.60h,3.18h,406.78h,220.87h,,,,,3070.17h,
Bug Sub-Task,PAYME-1500,"List of Payments: ""Close Match"" specifications because of symbol limitation",3/2/26,357.57h,,0.00h,285.35h,,,,,66.22h,0.00h,655.22h,1440.85h,,,,,1392.47h,
,PAYME-1499,S1.3 [DB] Create DB Script to Set VOP_STATUS for Existing Payments,2/26/26,0.35h,141.73h,841.57h,101.30h,,,,,125.33h,0.00h,875.32h,650.82h,,,,,1482.25h,
,PAYME-1498,"Foreign payments regression testing on Skyvaut in LT, EE [24.11-26.11]",11/26/25,356.97h,,115.73h,,,,,,0.00h,0.00h,,54.42h,,,,,3689.87h,
,PAYME-1549,[core-payment-order-data-manager] * Debtor account value missing from GET basic-report-data API,3/19/26,0.32h,,1510.90h,146.07h,,,,,286.50h,0.00h,652.88h,598.78h,,,,,980.67h,
,PAYME-1495,[payment-services] Update single payment VOP request data saving by using RELATED_SYSTEM_REFERENCE instead of DP_ID,11/28/25,19.90h,,239.78h,,,,,,170.53h,0.00h,140.42h,23.67h,,,,,3646.77h,
,PAYME-1494,"Update of modal window, if customers wants to perform VOP manually",12/11/25,2.12h,,0.00h,,,,,46.73h,0.00h,0.00h,28.92h,650.90h,186.50h,,,,3332.55h,
,PAYME-1493,"""Perform VoP"" button in case of double acceptance",12/10/25,75.80h,,0.00h,,,,,46.75h,119.90h,2.63h,174.55h,384.12h,160.02h,,,,3354.93h,
,PAYME-1491,Specific requirements for Mass/Salary file in List of Payments,1/19/26,5.72h,,0.00h,25.22h,,,,,2.73h,0.00h,214.80h,1554.22h,189.27h,,,,2399.42h,
,PAYME-1484,[DB]: Improve DP_VOP table with new attributes needed for temporary saving the resp/req data,12/19/25,166.05h,0.00h,70.13h,,,,,,3.32h,0.00h,743.17h,92.63h,191.32h,,,,3140.93h,
Production bug,PAYME-1483,VoP warning should not be shown before VoP activation,10/27/25,0.00h,,0.00h,,,,,,0.18h,0.00h,1.47h,2.18h,,,,,4412.43h,
,PAYME-1481,Payment performance testing on Skyvaut in LV [27.10-29.10],10/29/25,162.97h,,,,,,,,0.30h,,,,0.00h,,,,4363.88h,
,PAYME-1480,Foreign payments regression testing on Skyvaut in LV [27.10-29.10],10/30/25,116.02h,,0.00h,,,,,,0.00h,0.00h,,65.33h,,,,,4345.83h,
,PAYME-1479,Renew epe certificates,10/24/25,0.00h,,0.00h,0.00h,,,,,25.27h,0.00h,21.82h,3.32h,,,,,4485.90h,
,PAYME-1533,[DB] Change RELATED_SYSTEM_CODE and RELATED_SYSTEM_REFERENCE to NOT NULL,12/10/25,0.62h,,1033.47h,,,,,,0.05h,0.00h,122.58h,48.18h,,,,,3353.92h,
,PAYME-1477,[DB]: Add new values in DP_VOP_STATUS,10/24/25,0.43h,,0.00h,,,,,,2.50h,137.37h,0.58h,11.25h,,,,,4475.33h,
,PAYME-1476,"[iBank] . IU changes for ""New button 'Perform VoP' in List of payments""",12/11/25,0.02h,,0.00h,,,,,46.73h,168.37h,0.00h,356.32h,484.42h,289.55h,,,,3330.65h,
,PAYME-1532,[core-payment-order-data-manager] - PATCH - /pmtInf/cdtTrfTxInf/rltdRmtInf/rmtId can not be updated,,20.15h,,3865.50h,188.78h,,,,,5.23h,0.00h,143.78h,453.90h,,,,,,
,PAYME-1552,[core-payment-order-data-manager] * Add chnlPmtVrsn to POST mass-payment-header response,1/19/26,0.03h,,2010.92h,,,,,,163.68h,0.00h,22.97h,103.65h,,,,,2397.82h,
,PAYME-1475,Test Migration of International Payments Baltic's TCLONE databases to Exadata DB@Azure (Skyvault),12/8/25,0.00h,,0.00h,,,,,,0.00h,0.00h,1292.92h,0.00h,,,,,3409.72h,
,PAYME-1548,[core-payment-order-data-manager] * PATCH - dbtrAgt & cdtrAgt deleted after debtor Postal address Update,2/5/26,6.95h,,2249.82h,305.52h,,,,,0.12h,0.00h,25.92h,75.38h,,,,,1993.63h,
,PAYME-1551,[core-payment-order-data-manager] * Add signing info to mass-payment-header API,1/23/26,0.67h,0.00h,2065.32h,28.63h,,,,,163.33h,0.00h,107.95h,58.95h,,,,,2299.13h,
,PAYME-1492,IBank: VOP handling in Mass payment edit page,2/23/26,909.93h,,,,,,,263.90h,530.18h,,931.45h,25.02h,533.73h,,,,1556.22h,
Production bug,PAYME-1471,[FP] Unstructured SEPA address is mapped incorrectly to message,10/14/25,0.00h,,0.85h,,,,,,25.88h,0.00h,73.37h,1.18h,,,,,4724.32h,
Production bug,PAYME-1473,ERROR Error from vop: Read timed out at,10/13/25,0.00h,,97.52h,,,,,,0.00h,0.00h,1.40h,0.00h,,,,,4752.03h,
,PAYME-1550,[core-payment-order-data-manager] * Create GET API for Mass payment header information,1/19/26,0.00h,144.42h,1323.03h,,,,,,164.53h,232.98h,434.25h,176.12h,,,,,2396.97h,
Production bug,PAYME-1470,[STAR] Cannot accept international payment with bank addresses,10/9/25,0.00h,,16.02h,,,,,,5.62h,0.00h,23.13h,2.90h,,,,,4842.42h,
Production bug,PAYME-1474,"iBank - Temporary solution-in case of received VoP response ""Close match"" remove beneficiary's name correction",10/20/25,0.00h,25.95h,139.37h,,,,,,76.65h,0.00h,68.28h,0.05h,,,,,4581.38h,
,PAYME-1468,[db] Create AQ table for VOP events,11/4/25,3.48h,,0.00h,163.30h,,,,,1.87h,354.63h,73.62h,22.62h,,,,,4300.18h,
,PAYME-1466,[iBank] Update information to customers about VOP validity,11/4/25,1.18h,,168.12h,,,,,,18.93h,0.00h,6.28h,0.48h,620.85h,,,,4223.93h,
,PAYME-1467,[Investigate] Performance findings of PODM usage by FlowManager and potential improvement,,19.52h,,530.18h,,,,,,,285.35h,142.82h,,242.88h,,,,3839.12h,
,PAYME-1465,[CORE DB] Improve payments limits usage for FPO payments,10/10/25,0.00h,,0.00h,,,,,,22.13h,1.43h,1.07h,211.82h,,,,,4826.72h,
Production bug,PAYME-1464,[CORE DB] resize column CREBIT.DP_OUT_THN.PAYMENT_VERSION to NUMBER(5) - as in main CREBIT.DP table,10/1/25,0.00h,,0.00h,,,,,,23.95h,0.00h,1.78h,0.25h,,,,,5040.68h,
,PAYME-1514,IBank: Needed updates for Salary payment approval screens,2/17/26,1031.72h,,1484.10h,2.60h,,,,,334.30h,0.00h,404.87h,101.18h,,,,,1699.38h,
,PAYME-1463,Save VOP results with PODM,11/12/25,670.33h,,0.00h,,,,,,0.00h,96.35h,23.07h,0.00h,259.80h,,,,4032.98h,
,PAYME-1462,Consume VOP service,11/4/25,670.35h,,0.00h,,,,,,0.00h,18.40h,169.67h,0.00h,,,,,4224.13h,
,PAYME-1461,Consume AQ,10/28/25,597.67h,,0.00h,,,,,,0.00h,0.00h,94.20h,0.00h,,,,,4390.73h,
,PAYME-1460,Create worker-payment-vop-handler app,10/27/25,551.78h,,0.00h,,,,,,0.00h,0.00h,121.73h,0.00h,,,,,4409.13h,
,PAYME-1512,"IBank: VoP integration for button ""Save"" and ""Forward"" in Manual Mass/Salary payment form",1/16/26,1009.33h,,45.87h,,,,,,219.45h,0.00h,721.28h,620.68h,,,,,2467.15h,
,PAYME-1459,[iso-exchange] update prod certificate,9/29/25,0.00h,,0.00h,,,,,,0.00h,0.00h,2.50h,0.00h,,,,,5085.82h,
Production bug,PAYME-1458,Ibank: FX confirmation through payments list causes rate 1 to be shown in account statement,9/29/25,0.12h,0.00h,0.40h,,,,,,0.00h,0.00h,2.37h,69.52h,,,,,5085.83h,
Production bug,PAYME-1450,"[CORE DB] Incorrect audit info format used, when calling revert",10/1/25,25.57h,,0.00h,,,,,,1.17h,0.00h,94.42h,27.62h,,,,,5036.70h,
,PAYME-1457,Add new incoming payment op_id to CREBIT.SANCTION_CHECKED_OPERATION,10/13/25,208.47h,,0.00h,,,,,,175.30h,1.77h,0.02h,70.47h,,,,,4746.52h,
,PAYME-1531,[core-payment-order-data-manager] Change how 'OTHR' party id is returned by GET endpoint,,76.18h,,3665.85h,138.37h,,,,,242.58h,0.00h,256.05h,787.10h,64.73h,,,,,
,PAYME-1447,[DB CORE] add grants on payments.vop_status to BPCS_PMNT_ORDER_DATA_MNGR_ROLE,9/27/25,0.00h,,0.00h,,,,,,0.40h,0.00h,70.92h,24.60h,,,,,5136.88h,
,PAYME-1701,[Selenium] star - review DailyBankingPage,,748.80h,,,,,,333.10h,,,,2375.95h,,,0.12h,1775.97h,,,
,PAYME-1553,[core-payment-order-data-manager] * Improve POST mass-payment-header to populate MM value to header table,3/6/26,216.42h,,3000.88h,,,,,,24.78h,0.00h,88.27h,749.95h,,,,,1290.93h,
,PAYME-1530,[core-payment-order-data-manager]* improve POST/PATCH mass-payment-header not to create empty rows in channel table,3/10/26,216.40h,0.33h,3764.98h,,,,,,26.52h,0.00h,93.15h,0.68h,,,,,1197.32h,
,PAYME-1406,s1.3 Testing SGW - [iBank] Display VoP statuses in List of Payments for different payment types based on in channel code,2/24/26,0.00h,724.18h,161.43h,0.80h,,,,,338.65h,103.07h,932.35h,1582.38h,,,,,1531.97h,
,PAYME-1405,Unstructured address - transit pacs.009COV,9/17/25,0.02h,,0.00h,,,,,,38.98h,0.00h,,0.00h,,,,,5374.48h,
,PAYME-1404,Hybrid address - transit pacs.009COV,9/16/25,0.02h,,0.00h,,,,,,20.82h,0.00h,,0.00h,,,,,5392.63h,
,PAYME-1403,Structured address - transit pacs.009COV,9/16/25,0.02h,,0.00h,,,,,,22.17h,0.00h,,0.00h,,,,,5391.30h,
,PAYME-1399,[DB CORE] grant SELECT rights on view VM.DW_BIC_LIST_VW to role DWIF_VM_RO,9/16/25,0.00h,,0.00h,,,,,,94.10h,0.00h,0.25h,0.00h,,,,,5401.72h,
,PAYME-1397,"[STAR] mandatory address for domestic payment in STAR, when it should not be mandatory",9/15/25,0.13h,,0.03h,,,,,,3.08h,0.00h,72.47h,3.33h,,,,,5419.05h,
Production bug,PAYME-1396,[FORMS] missing status name in forms teller for FPO payments for holder_channel_code 'FPOB',9/17/25,0.23h,,20.05h,,,,,,2.98h,118.30h,0.00h,1.30h,,,,,5373.20h,
,PAYME-1456,[EPE]: Implement and enhance payment eligibility criteria for payments requiring VoP and NameCheck,1/6/26,557.53h,,65.62h,0.02h,,,,,572.35h,0.00h,167.62h,1018.12h,457.58h,,,,2705.88h,
,PAYME-1454,[DB] Create new query to check for VoP statuses in DP while page refresh is performed in file import iBank,11/28/25,0.23h,0.07h,1440.73h,,,,,,170.87h,0.00h,135.75h,216.73h,49.10h,,,,3645.30h,
,PAYME-1391,[worker-payment-vop-handler] Create new application for VoP request handling from EPE and iBank,1/14/26,0.02h,743.35h,0.00h,,,,,,0.17h,31.37h,358.25h,1465.08h,492.93h,,,,2519.72h,
,PAYME-1390,"[core-payment-order-data-manager] add VOP mappings to the GET, STORE and PATCH PODM APIs",12/23/25,0.12h,311.85h,20.57h,206.97h,,,,,137.05h,0.28h,319.07h,945.27h,674.65h,,,,3019.07h,0.18h
,PAYME-1370,[CORE DB] start TH/THN decommission,9/8/25,0.02h,,0.00h,,,,,,0.00h,0.00h,53.73h,14.62h,,,,,5591.33h,
,PAYME-1387,Plan go-live activities for T2 and EURO1,11/24/25,424.13h,1520.27h,,,,,,,,,,,,,,,3745.67h,
